unit,ts,sensor,value,document_id
°C,2025-12-08 12:16:53.869000+00:00,freezer_temp,28.31,0Aq1IlcePBObfZJEl82q
°C,2025-12-04 07:48:04.277000+00:00,freezer_temp,-2.0,0Atx1VA3WKfckFmjsVuJ
°C,2025-12-06 10:20:48.498000+00:00,freezer_temp,11.0,0BDoQIrol5bm60nBfJvB
°C,2025-12-09 10:42:10.403000+00:00,freezer_temp,0.0,0BEumgJlMxlI1HIwTa6u
°C,2025-12-10 06:13:57.168000+00:00,freezer_temp,24.81,0BnDwSDL0dfZdzjKUzN1
°C,2025-12-05 14:08:31.448000+00:00,freezer_temp,12.0,0C3v6K5AMIOu5GoGZyXl
°C,2025-12-04 09:33:03.010000+00:00,freezer_temp,1.0,0CQkPrx5B8EMMfxdfS0L
°C,2025-12-04 07:40:22.797000+00:00,freezer_temp,7.0,0DGfREZoanjfx3jfNTkV
°C,2025-12-04 09:01:53.266000+00:00,freezer_temp,6.0,0DQKbtlBO08XwVgJi606
°C,2025-12-04 09:38:35.393000+00:00,freezer_temp,8.0,0DWoPD1Wz3H9v4o68IGj
°C,2025-12-06 12:01:24.140000+00:00,freezer_temp,-17.0,0Da39UK3cQ8z0GhM45Tg
°C,2025-12-04 14:40:00.375000+00:00,freezer_temp,12.0,0DfI5mJqPSJaZcDpd4mG
°C,2025-12-04 12:14:00.346000+00:00,freezer_temp,1.0,0Ee4Dm62cXLQ3tzSgQtk
°C,2025-12-04 05:46:33.925000+00:00,freezer_temp,-20.0,0FG7PPyEB6R6zqCXA7uz
°C,2025-12-10 06:02:52.136000+00:00,freezer_temp,25.25,0FmILEZHG56mZWGEv3FX
°C,2025-12-04 08:40:56.286000+00:00,freezer_temp,6.0,0Fxqd3RGM9MuNczqM624
°C,2025-12-06 09:33:08.342000+00:00,freezer_temp,6.0,0G3hF6iucxTw95pzGkMD
°C,2025-12-06 14:07:52.248000+00:00,freezer_temp,-2.0,0GWY2BpTRBrBE3sYawjC
°C,2025-12-04 09:29:41.615000+00:00,freezer_temp,6.0,0GgpJPnkarGHa5ORpfbo
°C,2025-12-04 10:49:43.715000+00:00,freezer_temp,6.0,0GtMmMGJrtxX6ABSLHvy
°C,2025-12-04 05:30:11.720000+00:00,freezer_temp,-17.0,0Heoq5aj9qr4kVPUc9p3
°C,2025-12-06 11:16:51.219000+00:00,freezer_temp,-14.0,0IfugOGyLi9Q7KQQX4TX
°C,2025-12-05 14:11:26.666000+00:00,freezer_temp,-8.0,0JOy5PWprAtXuQ44H4zC
°C,2025-12-06 10:58:04.866000+00:00,freezer_temp,18.0,0JR9ITXjHB0W6vYJ779R
°C,2025-12-04 14:56:11.862000+00:00,freezer_temp,-9.0,0JWhEcAmRfdPGDqGz7Pv
°C,2025-12-09 10:22:14.581000+00:00,freezer_temp,0.0,0JkuCGpo4hDQpRVYvU02
°C,2025-12-06 09:33:53.416000+00:00,freezer_temp,16.0,0KSRDDFGasgCDXlNcS51
°C,2025-12-06 11:16:06.059000+00:00,freezer_temp,-8.0,0LMBTfyRO98N742so3z9
°C,2025-12-06 11:18:00.347000+00:00,freezer_temp,-23.0,0LOiy5QmxFd1qucKosiY
°C,2025-12-04 08:43:46.525000+00:00,freezer_temp,-12.0,0LOpRIOiJC9gDX3l8xXi
°C,2025-12-06 11:19:16.119000+00:00,freezer_temp,-6.0,0LitPsLGN3siHCGdWTbi
°C,2025-12-04 14:35:09.943000+00:00,freezer_temp,-9.0,0Lo1JGdgdMlKYad8Daow
°C,2025-12-10 06:02:07.151000+00:00,freezer_temp,25.37,0MFXDAEeKa9yTyMbOZ7B
°C,2025-12-05 14:54:40.609000+00:00,freezer_temp,16.0,0MRdy44SG16xavlCh8Yo
°C,2025-12-04 09:28:06.474000+00:00,freezer_temp,1.0,0MVtzmJDOGQjfj6nHbDS
°C,2025-12-04 06:14:06.526000+00:00,freezer_temp,19.0,0Mluym5O6QRhXg5zHLqJ
°C,2025-12-04 10:41:55.327000+00:00,freezer_temp,3.0,0MwJmO4MnBCSVG0TV76X
°C,2025-12-04 07:04:09.518000+00:00,freezer_temp,-9.0,0N6SJznypZ4buSgk9u9X
°C,2025-12-08 11:47:51.575000+00:00,freezer_temp,28.0,0NCiiY4mDqzt01vMzZJT
°C,2025-12-06 14:21:30.919000+00:00,freezer_temp,-14.0,0NP1te29td2GKb7U4Khl
°C,2025-12-06 09:55:25.318000+00:00,freezer_temp,9.0,0NXYZEn7wi2WOisl1GzY
°C,2025-12-05 13:06:50.698000+00:00,freezer_temp,11.0,0Nc3AZzTXaBFGpwuILNK
°C,2025-12-05 12:52:54.408000+00:00,freezer_temp,-6.0,0OdVIXjYKKaV1oPijGL5
°C,2025-12-05 11:46:02.474000+00:00,freezer_temp,-19.0,0P90TIqDlW7RjtMcl3Zx
°C,2025-12-05 12:52:09.343000+00:00,freezer_temp,-19.0,0PEIs7KHPJvpbqbnfIt7
°C,2025-12-06 11:22:37.238000+00:00,freezer_temp,-24.0,0PFUYeZoXbjxbKpNenaF
°C,2025-12-06 14:00:45.801000+00:00,freezer_temp,-16.0,0PZKNsYevXDd7HjtKrUU
°C,2025-12-08 11:33:17.377000+00:00,freezer_temp,38.0,0PmwYQENMxU5yjCqwsGh
°C,2025-12-04 08:56:07.776000+00:00,freezer_temp,-3.0,0PngqvGtM0YmRx9xYgfj
°C,2025-12-06 14:05:58.126000+00:00,freezer_temp,-21.0,0QHHsES2CqT6wty4qTp7
°C,2025-12-10 05:42:02.106000+00:00,freezer_temp,24.94,0RRMkcvgZgJFSeY5lPEF
°C,2025-12-04 07:29:01.826000+00:00,freezer_temp,11.0,0Rb1nijeRqJl0qLz12Pb
°C,2025-12-06 10:55:19.626000+00:00,freezer_temp,18.0,0RbIX33IXmorWlaUCqOo
°C,2025-12-08 11:18:10.090000+00:00,freezer_temp,28.0,0RbQ8SkZ6dnniKJfi1lp
°C,2025-12-04 14:29:09.335000+00:00,freezer_temp,15.0,0RoXYn4MUtO3TSEW4Mli
°C,2025-12-06 11:16:19.507000+00:00,freezer_temp,-15.0,0RqJCzHeOk2AKP7OlfMA
°C,2025-12-04 10:55:24.197000+00:00,freezer_temp,-13.0,0SDwUbS9aoet0khn9rwq
°C,2025-12-08 11:28:16.632000+00:00,freezer_temp,0.0,0SHgMCo60Y9kKiKSJrMg
°C,2025-12-04 11:05:55.144000+00:00,freezer_temp,14.0,0SWl3lVByUyTHnBH11Og
°C,2025-12-10 06:01:22.133000+00:00,freezer_temp,25.44,0SgtfJ0AX6YAEjbuX80b
°C,2025-12-10 05:59:02.127000+00:00,freezer_temp,26.19,0T712nI44YLm6D0S817n
°C,2025-12-04 07:43:34.310000+00:00,freezer_temp,-1.0,0TQV0i1shHDX5oY1cAVu
°C,2025-12-06 10:28:32.366000+00:00,freezer_temp,15.0,0TRVGDLaOwLKRT1oSPnQ
°C,2025-12-06 14:18:45.400000+00:00,freezer_temp,-25.0,0Tet9fvjkKo2s0LntEzt
°C,2025-12-10 12:02:15.379000+00:00,freezer_temp,0.0,0TkyfQzos0hdboMyl58F
°C,2025-12-04 09:02:23.338000+00:00,freezer_temp,10.0,0U1ORy0Yle4tm9T6cwh5
°C,2025-12-04 07:50:34.514000+00:00,freezer_temp,9.0,0U2U13eKPVkVWA1bXP13
°C,2025-12-05 13:45:44.285000+00:00,freezer_temp,10.0,0UAGIaMYjBxImmmtTv6v
°C,2025-12-04 05:45:33.837000+00:00,freezer_temp,-4.0,0UKSvKdPaOPXqdaJJJHm
°C,2025-12-05 12:14:15.729000+00:00,freezer_temp,3.0,0UOxbqAF6Rvr85zih04G
°C,2025-12-04 09:06:23.705000+00:00,freezer_temp,13.0,0V1e2KUVEtROYT3YCHu1
°C,2025-12-10 06:15:37.185000+00:00,freezer_temp,24.81,0V7bHn5cMmLAREuVgxv4
°C,2025-12-08 14:47:36.324000+00:00,freezer_temp,0.0,0VYYlAFzen6D1tVmoJEL
°C,2025-12-08 11:18:10.090000+00:00,freezer_temp,28.0,0VjFl9kdypDFVSDyxj32
°C,2025-12-08 11:59:41.034000+00:00,freezer_temp,0.0,0Vr9rFNA7ayFv8HyRamS
°C,2025-12-10 06:03:52.145000+00:00,freezer_temp,25.12,0VwGJ3shvILO1Vnzdmtk
°C,2025-12-04 05:35:20.658000+00:00,freezer_temp,-8.0,0WLhIA53Or7fPZs6k4UD
°C,2025-12-04 07:54:34.937000+00:00,freezer_temp,0.0,0WOQlgqqOcY3TPphyZ92
°C,2025-12-04 05:16:03.758000+00:00,freezer_temp,-5.0,0WOcsvV4kzTgZNyDQgUV
°C,2025-12-04 10:54:54.153000+00:00,freezer_temp,-15.0,0WWisvSBshyw4lYkukcC
°C,2025-12-06 10:21:53.620000+00:00,freezer_temp,0.0,0WlbOgEqvpWQTna33q5u
°C,2025-12-04 07:43:39.334000+00:00,freezer_temp,8.0,0XPrKZyREsIwSkLg4sAB
°C,2025-12-04 07:14:15.446000+00:00,freezer_temp,-11.0,0Xv2qu8glkObpAK3dE5Q
°C,2025-12-04 05:11:14.096000+00:00,freezer_temp,1.0,0Y5P5PIPtQUPHM8zIyBW
°C,2025-12-10 05:57:02.125000+00:00,freezer_temp,27.37,0YHMbw17BGmb2eYZqMFo
°C,2025-12-04 08:46:16.769000+00:00,freezer_temp,12.0,0YkZv0atsLRZ5ZD3Iy3w
°C,2025-12-10 05:54:42.147000+00:00,freezer_temp,31.44,0Z3M0oTjSvr0OEBkSbPp
°C,2025-12-06 12:25:03.645000+00:00,freezer_temp,-24.0,0ZdmT7rX3NOygpcfdMtl
°C,2025-12-10 06:08:42.165000+00:00,freezer_temp,24.81,0a0VkgRFZ6r1O1oj7T1M
°C,2025-12-10 05:47:37.106000+00:00,freezer_temp,67.19,0aNAmpqzMVvWnlP9x1AX
°C,2025-12-06 14:00:33.790000+00:00,freezer_temp,1.0,0aQjmOyI62838F0IiQNj
°C,2025-12-08 11:59:46.177000+00:00,freezer_temp,0.0,0aQzNHZTTvsz772WRg9T
°C,2025-12-05 11:57:48.503000+00:00,freezer_temp,2.0,0aWCKOYjDeDt9uyMickZ
°C,2025-12-10 05:42:32.086000+00:00,freezer_temp,24.81,0ayoERZtWNaGwjzkxpD2
°C,2025-12-04 14:46:10.944000+00:00,freezer_temp,4.0,0b9tfBDUWuiBdU6DNUxK
°C,2025-12-04 12:09:25.315000+00:00,freezer_temp,10.0,0cAJ9kYAkFiMVwA1AYYb
°C,2025-12-06 11:25:43.880000+00:00,freezer_temp,1.0,0cDhCHjlPoHcVtyZNnOw
°C,2025-12-04 14:35:59.999000+00:00,freezer_temp,-11.0,0cEuHRkQgJ6GgoMo2Vk8
°C,2025-12-10 05:49:52.115000+00:00,freezer_temp,63.56,0cSe1I40WBNl1rnjnGTj
°C,2025-12-05 13:29:32.869000+00:00,freezer_temp,-11.0,0cxhLQRI2AO3Hv5Y8kan
°C,2025-12-10 04:38:59.913000+00:00,freezer_temp,0.0,0d1IMXUJdS3k4c0t0uLd
°C,2025-12-04 07:51:59.636000+00:00,freezer_temp,16.0,0d42AdAQHqdf7SRgx7ZD
°C,2025-12-05 14:09:41.525000+00:00,freezer_temp,9.0,0dAnvqdhjBsohGhVxQ1M
°C,2025-12-05 13:53:45.066000+00:00,freezer_temp,-12.0,0dLzg4Fy7jNn3iaVnQbE
°C,2025-12-04 09:41:05.214000+00:00,freezer_temp,-2.0,0dN12KmCa3kHG4SHgz1W
°C,2025-12-04 06:54:53.722000+00:00,freezer_temp,-13.0,0ddFlV7g2fUObMh5JLEC
°C,2025-12-06 11:58:44.982000+00:00,freezer_temp,-7.0,0djrRzSFcoStKlTmwLQ3
°C,2025-12-10 05:56:22.097000+00:00,freezer_temp,28.19,0duSQFDmDw6G9y9prnlt
°C,2025-12-06 14:10:07.587000+00:00,freezer_temp,-8.0,0eDePPN4pjttqDsHY4cg
°C,2025-12-04 06:32:03.152000+00:00,freezer_temp,-2.0,0eFPvDghPAFQeZX3ZWwB
°C,2025-12-04 10:06:23.616000+00:00,freezer_temp,17.0,0eQEnuuEe5KKixgElTKW
°C,2025-12-06 09:21:07.220000+00:00,freezer_temp,1.0,0fgJR4EzyjoUykcz8mu3
°C,2025-12-04 09:07:23.802000+00:00,freezer_temp,-8.0,0g8Xonv5iu53uNLdOkXB
°C,2025-12-05 13:19:16.911000+00:00,freezer_temp,-19.0,0gPDieZDLMrDGvOyh2Oh
°C,2025-12-04 14:20:43.539000+00:00,freezer_temp,-3.0,0hN4IKlWGNcx2VJgpXFr
°C,2025-12-06 10:47:39.001000+00:00,freezer_temp,10.0,0i3g2wDbywghp3a1K81c
°C,2025-12-04 09:42:35.391000+00:00,freezer_temp,0.0,0i4YNXSYJfAw3o3mnUOc
°C,2025-12-05 14:27:58.240000+00:00,freezer_temp,-8.0,0i4kM8U8p4Chu1GVMmZc
°C,2025-12-05 14:54:15.577000+00:00,freezer_temp,7.0,0iE05wyDXpLqFP4yTFOU
°C,2025-12-05 13:12:41.277000+00:00,freezer_temp,5.0,0iJPtEIs92qJua2Erd8e
°C,2025-12-05 14:31:18.516000+00:00,freezer_temp,-6.0,0iKhUu4qCYoHP8yPnN0w
°C,2025-12-04 07:02:54.423000+00:00,freezer_temp,4.0,0iTDy6x14m6N3FqjGa8O
°C,2025-12-04 05:30:56.762000+00:00,freezer_temp,-16.0,0ipFaMQLmIkq5BWUpDsR
°C,2025-12-10 04:38:49.980000+00:00,freezer_temp,0.0,0irjIIXLVjuE7eYJKpfD
°C,2025-12-04 11:27:57.191000+00:00,freezer_temp,12.0,0jEMsDNNLZXoe1rab9Zw
°C,2025-12-06 11:59:12.026000+00:00,freezer_temp,-2.0,0jhpv9sIRF7NJpZ5SIIL
°C,2025-12-06 12:07:54.170000+00:00,freezer_temp,-15.0,0juIWTQja5BKg4mWTjv3
°C,2025-12-04 08:56:17.782000+00:00,freezer_temp,-6.0,0kX5K06OpgzzPWiUtzDj
°C,2025-12-05 12:13:05.647000+00:00,freezer_temp,-17.0,0lp5p0ljvQx7JPEyRw8D
°C,2025-12-04 09:39:55.131000+00:00,freezer_temp,14.0,0lxe0U8v40LIuVF2f1vM
°C,2025-12-04 10:39:44.500000+00:00,freezer_temp,-15.0,0mAI2Wq3Wg2wG4xGFXtN
°C,2025-12-06 12:12:33.425000+00:00,freezer_temp,-18.0,0mh0TGxXkrxzzEvbNpXy
°C,2025-12-04 07:34:27.341000+00:00,freezer_temp,17.0,0n0I3p4I9Oel9lK6rO3o
°C,2025-12-04 05:12:09.194000+00:00,freezer_temp,16.0,0nDGDv1C1ULCcZDIZhHh
°C,2025-12-06 10:52:34.402000+00:00,freezer_temp,-14.0,0nLo080dFrV6ePs8gSzw
°C,2025-12-08 12:28:53.156000+00:00,freezer_temp,0.0,0nUHZFrWLwLdqfnc2p6E
°C,2025-12-06 14:17:23.229000+00:00,freezer_temp,-4.0,0noDaIrpJlOMIkyhZCyj
°C,2025-12-06 11:58:00.031000+00:00,freezer_temp,-14.0,0oaHizanCDBoDbgRQhaK
°C,2025-12-04 09:51:56.533000+00:00,freezer_temp,-20.0,0oj6dMkxSWB9c8s0Q1Fj
°C,2025-12-05 14:51:05.308000+00:00,freezer_temp,-16.0,0oxbPl9H9HUHThLRwT1V
°C,2025-12-08 11:30:37.324000+00:00,freezer_temp,29.0,0pAFv8lh95kLHUqF1JRN
°C,2025-12-06 10:43:03.568000+00:00,freezer_temp,-15.0,0pGfrDIHXmUEGLmw3ajr
°C,2025-12-08 11:25:42.409000+00:00,freezer_temp,28.0,0pm6wjIbbDyNyNso2XKm
°C,2025-12-08 11:41:42.426000+00:00,freezer_temp,27.0,0q3zsQcXzRKxwNRS3uQ7
°C,2025-12-06 09:24:12.466000+00:00,freezer_temp,-3.0,0qQ8sqwvk3BbhHj21JkD
°C,2025-12-04 14:25:18.987000+00:00,freezer_temp,18.0,0sBlkD6azejlfrAlQkOg
°C,2025-12-04 07:00:09.145000+00:00,freezer_temp,10.0,0sThGAvrRr39t7E3nI84
°C,2025-12-04 05:49:09.679000+00:00,freezer_temp,17.0,0subfZjgrfzItIDgj09I
°C,2025-12-06 14:05:01.228000+00:00,freezer_temp,-16.0,0tAO6TpUcqqYjf45XhOR
°C,2025-12-09 10:42:40.346000+00:00,freezer_temp,0.0,0tF5DEG0OIxxNGSomRlF
°C,2025-12-04 11:11:45.647000+00:00,freezer_temp,15.0,0tiLn3P4Tg1AMsFIXIZ4
°C,2025-12-06 10:19:08.342000+00:00,freezer_temp,-18.0,0tpyi8tEmKn9Oih3WPe2
°C,2025-12-04 09:28:26.498000+00:00,freezer_temp,-18.0,0uCegCub9XnhbBrDKir2
°C,2025-12-04 08:50:17.222000+00:00,freezer_temp,17.0,0uYof8wcUt7l55f8VyZH
°C,2025-12-04 09:51:38.244000+00:00,freezer_temp,-20.0,0udhHo575q4p57rRJKYZ
°C,2025-12-06 10:43:18.600000+00:00,freezer_temp,6.0,0v6Lm9johoyoA6CYddBU
°C,2025-12-06 11:59:36.081000+00:00,freezer_temp,2.0,0vBwJoKKPVqESgrJ77gb
°C,2025-12-08 11:33:57.315000+00:00,freezer_temp,33.0,0vMXisP204w6k66WBgJL
°C,2025-12-04 09:55:28.470000+00:00,freezer_temp,16.0,0vz9fLciVfW2cMsGQkIi
°C,2025-12-06 11:16:45.390000+00:00,freezer_temp,-9.0,0wB1rMhbKtJiWlxQw7fY
°C,2025-12-04 08:58:37.987000+00:00,freezer_temp,-15.0,0wEQkUPVLlNgL3WDivi0
°C,2025-12-06 11:23:10.624000+00:00,freezer_temp,-2.0,0wmHeOOFoZWCqqwQo3vA
°C,2025-12-04 05:35:52.433000+00:00,freezer_temp,7.0,0x6JNH9QvcLagCrxjWC9
°C,2025-12-04 10:50:38.811000+00:00,freezer_temp,-4.0,0xA2oi3jj3SC3iuvKAma
°C,2025-12-04 12:11:25.326000+00:00,freezer_temp,11.0,0xAoFIVC6Jmxe0ICDHoe
°C,2025-12-08 14:49:01.842000+00:00,freezer_temp,29.12,0xJLGuIs6UgxKYpjtUcF
°C,2025-12-04 08:55:57.753000+00:00,freezer_temp,1.0,0y3OJx9IAfZUYuYrvtBM
°C,2025-12-06 11:29:23.777000+00:00,freezer_temp,-25.0,0yIuYqkQ0G5yz4WRgBEj
°C,2025-12-05 13:28:12.751000+00:00,freezer_temp,-7.0,0yMYS0NOSIch4C5JGGWV
°C,2025-12-04 14:19:58.462000+00:00,freezer_temp,-5.0,0ya9rUXvIrS93pOUvzaz
°C,2025-12-08 11:56:47.155000+00:00,freezer_temp,0.0,0yh2r2W9xTilAnbwWyUF
°C,2025-12-04 14:50:26.329000+00:00,freezer_temp,8.0,0yyVLI5svsgEI37mFUc0
°C,2025-12-06 11:27:29.906000+00:00,freezer_temp,-24.0,0zkiX0EcFenwTrO0QYwI
°C,2025-12-06 14:13:16.609000+00:00,freezer_temp,-15.0,107VVEAsxWQkyS6vMFpN
°C,2025-12-06 10:22:43.687000+00:00,freezer_temp,10.0,10UIG7aKMK54xL5J2v7R
°C,2025-12-04 08:41:36.334000+00:00,freezer_temp,-6.0,10YCVZvNhbblqm0XuDfc
°C,2025-12-04 09:42:40.401000+00:00,freezer_temp,-18.0,11IsmzXV8OzKP2VuVhEX
°C,2025-12-06 09:48:59.769000+00:00,freezer_temp,-6.0,11tBTmy3i6MHTPT9wMmn
°C,2025-12-05 13:16:36.630000+00:00,freezer_temp,-16.0,12Iu7MsWfl3rQCqfliEq
°C,2025-12-04 07:32:37.189000+00:00,freezer_temp,10.0,12KHWSqfXUCzxSjVQ70l
°C,2025-12-04 06:16:46.779000+00:00,freezer_temp,5.0,12MNYSeHasrOmJv1Hfi2
°C,2025-12-04 09:43:35.492000+00:00,freezer_temp,7.0,12cCLj71iaI6q9ibj8b5
°C,2025-12-08 11:22:25.028000+00:00,freezer_temp,28.0,12moihzngwvqIR6fokoB
°C,2025-12-04 08:41:46.357000+00:00,freezer_temp,10.0,13XsEGTeLrVN814Hi1wc
°C,2025-12-10 05:50:16.426000+00:00,freezer_temp,0.0,13i6LieByF1Lre40tVQB
°C,2025-12-06 12:15:39.587000+00:00,freezer_temp,-22.0,141gdHVwh8hD1IAnk5pv
°C,2025-12-04 06:25:52.565000+00:00,freezer_temp,-15.0,14JBXW60IzAqjVM9Dw4h
°C,2025-12-04 05:29:01.592000+00:00,freezer_temp,13.0,14fd39XMPd6VAPbmGnVG
°C,2025-12-08 12:19:28.805000+00:00,freezer_temp,28.31,1567gaAS65D3XbdplOUI
°C,2025-12-08 14:19:31.227000+00:00,freezer_temp,28.56,15XY0RIGb2wnbBdDXxpz
°C,2025-12-10 05:42:22.099000+00:00,freezer_temp,24.87,16lJzPkRjmGJR1GWMcj4
°C,2025-12-04 06:32:28.187000+00:00,freezer_temp,1.0,17291nw1xYNaWiqvQ1DH
°C,2025-12-06 09:31:03.105000+00:00,freezer_temp,-8.0,17QsJn4ucrC8Z0SnbtGM
°C,2025-12-06 11:25:31.936000+00:00,freezer_temp,-16.0,17xOrQn80e98YYbpmXIk
°C,2025-12-06 09:08:16.025000+00:00,freezer_temp,13.0,18FoPkp5p79ZRdgnGhDk
°C,2025-12-06 10:58:34.906000+00:00,freezer_temp,7.0,18IpufKyfhPx7R5LAab5
°C,2025-12-06 12:16:39.701000+00:00,freezer_temp,2.0,18LThYtSqkNcHDWYybSK
°C,2025-12-05 11:42:57.169000+00:00,freezer_temp,-11.0,18OevsCY7Y5KtoBvvyI6
°C,2025-12-04 07:09:00.005000+00:00,freezer_temp,-7.0,18aOk1LMBiCqipHtyh2V
°C,2025-12-04 09:16:09.512000+00:00,freezer_temp,-16.0,18aRqJ4refo8YSteiksO
°C,2025-12-05 12:39:28.087000+00:00,freezer_temp,-13.0,18mIV38JxTMr4eoTmsEw
°C,2025-12-05 14:29:48.403000+00:00,freezer_temp,-18.0,192QW14w2ahdIUiRHx6X
°C,2025-12-06 11:29:50.812000+00:00,freezer_temp,-9.0,19RICNZwT6qnFQNuhIqS
°C,2025-12-09 10:31:39.641000+00:00,freezer_temp,0.0,19XmnGCsy1lTvmtodACI
°C,2025-12-06 12:08:36.236000+00:00,freezer_temp,0.0,1AYcyf2YVHSJyKgwaoLq
°C,2025-12-04 12:07:15.301000+00:00,freezer_temp,13.0,1AkJWjHynv0FrQonX0jg
°C,2025-12-06 14:04:22.068000+00:00,freezer_temp,-18.0,1Aq1cpVPgEbocV5pqbya
°C,2025-12-05 14:14:41.978000+00:00,freezer_temp,5.0,1AsTk0sVyQ12GnvCuJ7N
°C,2025-12-06 09:47:34.653000+00:00,freezer_temp,18.0,1AwKa33dToI0NrSktir5
°C,2025-12-04 09:09:03.973000+00:00,freezer_temp,16.0,1AwLbXhsC3iYjmCrJqC7
°C,2025-12-05 12:03:18.967000+00:00,freezer_temp,-9.0,1BHzjMxJwmVxLuc4FXfX
°C,2025-12-06 09:15:06.678000+00:00,freezer_temp,-11.0,1BfbCAX0EUPwsiKJSphj
°C,2025-12-06 09:16:26.803000+00:00,freezer_temp,-18.0,1CCnGNTxS3tpXR60K7S1
